Rk,Player,Nation,Pos,Squad,Age,Born,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Minutes_90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,2024-01-03 00:00:00,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Live,Dead,TB,Sw,TI,CK,In,Out,Str,Blocks,SCA,SCA90,PassLive,PassDead,TO,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,GA,PKA,PSxG,PSxG/SoT,PSxG+/-,/90,Att (GK),Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
472,Davinson Sánchez,co COL,DF,Tottenham,27,1996,0,1.11,0,0,1.17,0,0,,8.6,0,0,0,0.11,0.11,0.12,-0.11,-0.11,0.9,75.6,83.3,90.7,1161.1,418.9,41.1,42.2,97.4,30,32.2,93.1,3.33,6.67,50,0,0,0,0,0,14.4,0,0,2.22,1.11,0,0,2.22,1.11,0,0,1.11,0,0,0,0,4.44,3.33,1.11,75,81.1,2.22,0,0,1.11,0,0,0,0,0,1.11,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.11,1.11,2.22,0,92.2,8.89,1.11,0,,0,,75.6,0,0,1.11,0,73.3,0,,,,,,,,,,,,,,,,,,
473,Robert Sánchez,es ESP,GK,Chelsea,25,1997,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,15.9,31.4,38.3,82.1,745.9,485.5,8.49,8.55,99.3,15.7,16.2,97.3,7.04,13.3,53.1,0,0,0,0,0,0.5,0,0,0.06,0.13,0,0,0,0.06,0,0,0,0,0,0,0,1.26,0.19,0,100,30.6,7.55,0,0.13,0,0,0,0,0,0,0.13,0.13,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.69,0.19,40.8,35.3,0,0,,0,,24.7,0,0,0.06,0,22.6,0,,,,,,,,,,,,,,,,,,
474,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23,2000,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.9,37.8,47.8,79.1,495.6,128.9,24.4,27.8,88,11.1,15.6,71.4,1.11,1.11,100,0,0.11,0.11,-0.11,1.11,2.22,2.22,0,4.44,0,0,0,0,2.22,1.11,1.11,1.11,0,0,0,0,11.1,0,3.33,0,45.6,1.11,0,0,0,1.11,0,0,0,0,4.44,4.62,1.11,1.11,0,1.11,1.11,1.15,0,1.11,0,0,0,0,1.11,1.11,0,0,1.11,33.3,1.11,2.22,0,0,56.7,4.44,6.67,3.33,42.9,3.33,42.9,42.2,11.1,5.56,0,2.22,37.8,5.56,,,,,,,,,,,,,,,,,,
475,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,25,1997,0,0.7,0,0,0.7,0,0,,17,0,0,0,0.05,0.05,0.08,-0.05,-0.05,11.5,29.5,37,79.8,476.3,146.1,15.7,18,87.4,10,11.8,84.6,2.78,4.35,64,0,0.03,0.03,-0.03,0.61,1900-01-02 23:02:24,0.43,0,3.83,0.52,0,0,1.91,0.78,0.17,0.17,1.39,2,0,0,0,6.09,0.7,1.39,33.3,36,0.7,0.26,0.52,0.09,0,0,0,0,1.39,1.57,1.57,1.3,0,0,0.09,0.17,0.17,0.17,0,0,0,0,0,3.65,2.17,1.13,0.35,1.04,41.4,1.48,5.04,1.83,0,48.2,3.13,1.04,0.52,50,0.52,50,24.3,0.43,0,0.87,0.7,28.4,0.61,,,,,,,,,,,,,,,,,,
476,Andrey Santos,br BRA,MF,Nott'ham Forest,19,2004,0,20,0,0,22.5,0,0,,22.6,0,0,0,1,1,0.03,-1,-1,0.1,60,60,100,900,310,40,40,100,20,20,100,0,0,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,0,0,0,0,0,0,0,0,0,20,22.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,100,10,0,0,0,10,100,20,0,0,0,0,40,0,,,,,,,,,,,,,,,,,,
477,Pablo Sarabia,es ESP,"MF,FW",Wolves,31,1992,0.21,2.27,0.82,36.4,2.27,0.83,0.05,0.13,19.1,0.36,0.1,0.1,0.28,0.2,0.09,-0.08,-0.1,19.4,35.3,50.3,70.1,568.8,192.3,19.4,22.6,85.9,10.1,13.6,74.1,3.76,8.66,43.5,0.36,0.3,0.25,0.06,2.63,3.04,2.06,0.31,5.62,0.26,0,0,1.08,1.29,0.46,6.75,0.52,0.67,0,0,0,4.64,0.36,1.08,25,43.1,6.7,0.46,0.36,0.36,3.66,1.91,0.98,0.52,2.27,4.48,4.49,2.53,1.34,0.1,0.05,0.57,0.57,0.36,0.21,0,0,0,0,1.03,0.41,0.41,0.21,0.62,33.3,0.82,1.55,0.46,0,60.4,0.67,2.84,0.88,39.5,1.13,51.2,35.4,2.11,0.46,2.11,1.19,42.4,7.06,,,,,,,,,,,,,,,,,,
478,Dane Scarlett,eng ENG,FW,Tottenham,19,2004,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.2,10,15,66.7,125,80,5,5,100,5,10,50,0,0,,0,0,0,0,0,5,0,0,5,0,0,0,5,10,0,0,0,5,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,5,4.09,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,55,0,10,0,0,10,66.7,50,0,5,25,0,55,20,,,,,,,,,,,,,,,,,,
479,Kevin Schade,de GER,"FW,MF",Brentford,21,2001,0.54,2.16,1.08,50,2.16,1.08,0.25,0.5,15.8,0,0,0,0.32,0.32,0.15,0.22,0.22,3.7,15.7,25.7,61.1,221.4,59.5,9.73,13.2,73.5,5.14,8.65,59.4,0.54,1.08,50,0.27,0.19,0.19,0.08,1.08,2.16,0.81,0.54,2.43,0,0,0,2.7,1.62,0.54,1.35,0.27,0.27,0,0,0,6.22,4.59,3.78,54.8,25.1,0,0.27,0,0,0,0,0,0,1.08,3.24,3.22,2.16,0,0.27,0,0.81,0.81,0.54,0,0,0,0.27,0,0.81,0.27,0.54,0,0,0,0.54,1.08,1.08,0,40,0.81,5.14,0.54,14.3,2.7,71.4,22.7,2.16,1.35,3.78,1.62,26.5,6.22,,,,,,,,,,,,,,,,,,
480,Fabian Schär,ch SUI,DF,Newcastle Utd,31,1991,0.12,1.03,0.27,25.7,1.03,0.27,0.11,0.44,18.9,0.09,0,0,0.07,0.07,0.07,0.04,0.04,33.9,52,62.8,82.8,1068.6,438.8,17.3,19.1,90.9,26.4,29.1,90.8,7.7,12.9,59.7,0.03,0.02,0.04,0.01,0.29,4.28,0.53,0.09,3.92,0.15,0,0,1.12,0.77,0,0.24,1.06,0.71,0.06,0,0,5.13,2.04,2.06,49.6,60.3,2.24,0.18,1.21,0.18,0,0,0,0,0.44,1.39,1.39,0.97,0.06,0.06,0.03,0.35,0.35,0.24,0,0,0,0.09,0.03,1.24,0.8,0.38,0.06,0.53,45,0.35,2.3,3.92,0.03,73.2,10.6,1.18,0.38,59.1,0.24,36.4,44,0.83,0.03,0.5,0.35,49.5,0.59,,,,,,,,,,,,,,,,,,
481,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,30,1992,0.13,1.27,0.73,57.9,1.26,0.73,0.11,0.18,19.4,0,0,0,0.12,0.12,0.1,0.01,0.01,15.0,16.5,22.3,74,233.2,60.2,9.73,12.1,80.2,5.87,7.07,83,0.47,1.67,28,0.13,0.15,0.09,-0.02,1.27,1.13,0.6,0.13,2.2,0.07,0,0,1.6,1,0,0.67,0.53,1.6,0,0,0,3.6,1.47,1.13,56.4,21.9,0.27,0,0,0,0,0,0,0,0.67,1.87,1.86,1.4,0,0.13,0.13,0.2,0.2,0.2,0,0,0,0,0,2.53,0.93,1.07,0.53,0.6,50,0.73,3.07,1.6,0,35.7,1.47,1.8,1.13,41.5,1.33,48.8,19.2,1.33,0.4,2.73,1.53,22.5,3.47,,,,,,,,,,,,,,,,,,
482,Alex Scott,eng ENG,MF,Bournemouth,19,2003,0.09,1.33,0.27,20,1.33,0.27,0.07,0.33,22.8,0.18,0,0,0.06,0.06,0.05,0.03,0.03,11.3,31.9,41.9,76.2,507.3,140.1,16.5,20.1,81.9,12.2,14.2,85.7,2.21,5.31,41.7,0.09,0.15,0.1,-0.06,1.95,1.95,1.33,0.18,4.42,0.27,0,0,1.77,2.21,0.09,3.19,1.06,1.33,0,0,0,5.58,1.24,1.95,38.9,38,3.81,0.18,0.35,0.35,2.3,1.95,0.09,0,0.88,3.89,3.91,2.83,0.44,0.18,0.09,0.27,0.27,0.18,0,0.09,0,0,0,2.12,0.71,0.88,0.53,1.06,42.9,0.88,3.19,1.59,0.18,54.2,2.92,2.57,1.15,35.1,1.77,54.1,29.2,2.12,0.88,1.5,0.97,31.9,3.1,,,,,,,,,,,,,,,,,,
483,Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,16.0,16.4,23.6,69.6,479.7,361.8,4.13,4.13,100,6.44,6.56,98.1,5.69,12.6,45,0,0.01,0.01,-0.01,0.06,0.88,0.19,0,0,0.06,0,0,0,0.19,0,0,0,0,0,0,0,0.25,0.19,0,100,15.9,7.63,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.69,0.06,25.6,20.9,0,0,,0,,13.3,0,0,0,0,11.1,0,,,,,,,,,,,,,,,,,,
484,Nélson Semedo,pt POR,"DF,MF",Wolves,29,1993,0,0.5,0.12,23.5,0.5,0.12,0,0,19.7,0,0,0,0.04,0.04,0.07,-0.04,-0.04,34.3,43,53.9,79.7,634.4,213,25.5,28.3,90.4,14.4,18,80.4,2.01,4.61,43.7,0.03,0.05,0.05,-0.02,0.7,2.94,0.73,0.29,4.02,0.29,0.03,0,1.4,0.87,0.03,2.33,1.05,1.4,0,0.06,0,5.48,0.64,0.79,44.9,45.8,7.96,0.06,0.26,7.23,0,0,0,0,1.22,1.75,1.75,1.34,0,0.09,0.09,0.09,0.09,0.06,0,0,0,0,0.03,2.3,1.52,0.55,0.23,1.11,59.4,1.05,3.35,2.48,0.03,65.1,3.97,1.08,1.49,56.7,0.85,32.2,36.1,3,0.41,1.66,1.05,40.1,4.37,,,,,,,,,,,,,,,,,,
485,Antoine Semenyo,gh GHA,FW,Bournemouth,23,2000,0.34,2.99,1.28,42.9,2.99,1.28,0.11,0.27,17.8,0,0,0,0.2,0.2,0.07,0.15,0.15,23.4,19.3,27.6,69.9,296.8,68.2,10.9,13.8,78.4,6.84,9.15,74.8,1.07,2.09,51,0.09,0.14,0.1,-0.05,1.24,1.2,1.2,0.3,2.74,0.26,0,0,1.84,1.03,0.13,1.92,0.26,0.73,0.04,0,0,4.74,2.22,3.46,39.1,27,0.47,0.21,0.13,0.47,0,0,0,0,1.11,3.08,3.08,2.14,0,0.47,0.04,0.3,0.3,0.17,0,0,0.04,0.04,0.04,1.03,0.3,0.38,0.34,0.38,33.3,1.58,1.28,0.9,0,43.4,1.32,5.3,2.14,43.1,2.35,47.4,26.1,3.8,1.79,2.48,2.26,29.5,8.03,,,,,,,,,,,,,,,,,,
486,Marcos Senesi,ar ARG,DF,Bournemouth,26,1997,0.16,0.52,0.16,30.8,0.52,0.16,0.31,1,12.3,0,0,0,0.08,0.08,0.16,0.08,0.08,24.9,40.4,52.1,77.5,874,377.3,12.3,13.7,90.3,20.5,22.9,89.6,7.27,13.9,52.5,0.2,0.07,0.1,0.13,0.88,6.27,1.24,0.44,5.1,0.52,0,0,1.65,0.44,0,1,1.41,1.29,0,0,0,6.59,1.49,1.61,48.1,50,1.89,0.16,0.24,0.28,0,0,0,0,0.68,1.97,1.97,1.77,0,0,0.08,0.32,0.32,0.32,0,0,0,0,0,2.21,1.12,0.92,0.16,0.96,42.9,1.08,3.61,4.38,0.04,64.8,7.39,0.8,0.44,55,0.32,40,36.5,1.24,0.12,0.76,0.44,38.2,0.16,,,,,,,,,,,,,,,,,,
487,Luke Shaw,eng ENG,DF,Manchester Utd,28,1995,0,0.19,0,0,0.19,0,0,,21.2,0,0,0,0,0,0.02,0,0,10.7,49.6,60.6,81.9,770.3,291,25.5,28.6,89.2,18.8,22.1,84.8,2.9,6.07,47.7,0,0.09,0.08,-0.09,1.21,3.08,0.65,0,4.21,0.56,0,0,1.31,0.28,0,3.08,0.56,0.75,0,0,0,5.51,1.21,0.93,56.5,50.5,9.91,0.19,0.28,5.79,1.78,0.28,1.12,0,0.93,2.15,2.16,1.21,0.84,0.09,0,0,0,0,0,0,0,0,0,1.03,0.65,0.28,0.09,0.84,60,0.65,1.59,3.64,0,70.5,7.57,1.12,0.65,63.6,0.37,36.4,37.2,0.93,0.09,1.31,0.56,40.7,2.8,,,,,,,,,,,,,,,,,,
488,James Shea,eng ENG,GK,Luton Town,32,1991,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.2,30,45,66.7,1195,1075,0,0,,15,15,100,15,30,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,55,40,0,0,,0,,15,0,0,0,0,15,0,,,,,,,,,,,,,,,,,,
489,Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,0.21,1.19,0.52,44.1,1.19,0.52,0.18,0.4,15.9,0,0,0,0.13,0.13,0.11,0.08,0.08,28.6,58.4,67.7,86.3,879,183.4,34.7,36.8,94.4,18.7,21.7,86.1,3.71,5.52,67.1,0.31,0.27,0.28,0.05,2.24,3.5,1.71,0.35,6.19,0.28,0,0,0.77,0.91,0.1,2.9,0.59,0.8,0,0,0,3.57,0.07,0.31,18.2,64,3.46,0.07,0.24,0.8,0.73,0.35,0,0,1.29,4.55,4.54,4.09,0.1,0.21,0,0.45,0.45,0.38,0,0.07,0,0,0,1.78,0.45,0.87,0.45,0.87,43.9,0.98,2.38,0.52,0.03,76.7,1.36,5.1,1.33,62.3,0.73,34.4,52.4,4.9,1.29,1.5,1.19,61.4,9.09,,,,,,,,,,,,,,,,,,
490,Fábio Silva,pt POR,FW,Wolves,21,2002,0,2.41,1.03,42.9,2.39,1.02,0,0,13.8,0,0,0,0.34,0.34,0.15,-0.34,-0.34,2.9,21,26.2,80.3,268.6,60,12.8,14.8,86,5.52,6.21,88.9,0.34,1.38,25,0,0.07,0.03,-0.07,1.38,2.41,0,0,3.45,0.69,0,0,2.76,1.38,1.72,0,0.69,1.38,0,0.34,0,5.17,0.69,1.72,28.6,24.8,1.38,0.34,0,0.34,0,0,0,0,0,3.1,3.08,2.07,0,0.34,0,0,0,0,0,0,0,0,0,2.41,1.03,1.38,0,0.69,66.7,0.34,3.1,0,0,40.7,1.38,4.14,0.69,25,1.72,62.5,22.8,1.72,0.34,4.14,1.38,23.8,4.48,,,,,,,,,,,,,,,,,,
491,Thiago Silva,br BRA,DF,Chelsea,38,1984,0.11,0.5,0.14,28.6,0.5,0.14,0.21,0.75,9.4,0,0,0,0.03,0.03,0.06,0.08,0.08,28.1,77.1,81.4,94.7,1371.6,552.1,31.6,32.7,96.6,39.8,41.2,96.7,5.09,6.62,76.9,0.04,0.04,0.02,0,0.32,4.45,0.36,0.04,3.63,0.14,0,0,0.36,0.28,0.04,0.14,0.93,0.53,0,0,0,4.98,1.81,0.93,66.2,78.2,3.13,0,0.32,0.11,0,0,0,0,0.21,0.96,0.96,0.89,0.04,0,0,0.14,0.14,0.11,0,0,0.04,0,0,1.03,0.78,0.21,0.04,0.71,58.8,0.32,1.96,5.44,0.14,90.7,14.2,0.85,0.07,50,0,0,57.8,0.07,0,0.25,0.04,67.3,0.18,,,,,,,,,,,,,,,,,,
492,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24,1999,0.26,3.46,1.03,29.6,3.48,1.03,0.07,0.25,13.9,0,0,0,0.32,0.32,0.09,-0.06,-0.06,7.8,29,37.4,77.4,413.2,95.8,18.6,21.7,85.8,7.31,8.46,86.4,1.67,2.56,65,0.26,0.31,0.14,-0.05,2.56,1.15,2.05,0.13,4.87,0,0,0,1.41,0.77,0.51,1.41,1.03,1.54,0,0,0,6.03,2.05,2.56,44.4,37.4,0,0.13,0.64,0,0,0,0,0,2.05,5.38,5.42,3.46,0,1.15,0.26,0.38,0.39,0,0,0,0.38,0,0,2.95,1.15,1.28,0.51,1.15,56.3,2.31,3.97,0.51,0,55.1,1.41,10.6,3.72,59.2,2.31,36.7,34.2,6.54,4.49,3.08,1.28,39.6,10.9,,,,,,,,,,,,,,,,,,
493,Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,0,0.51,0.13,25,0.51,0.13,0,0,13.7,0,0,0,0.09,0.09,0.17,-0.09,-0.09,7.9,44.4,48.5,91.6,665.6,184.1,25.2,26.6,94.8,15.6,16.6,93.9,2.41,3.04,79.2,0,0.08,0.06,-0.08,0.89,4.68,0.38,0,4.68,0.38,0,0,1.01,1.52,0,0.13,0.38,1.52,0,0,0,4.56,0.38,1.27,23.1,46.3,2.03,0.13,0,1.01,0,0,0,0,0.25,1.77,1.78,1.65,0,0,0,0.25,0.25,0.25,0,0,0,0,0,2.28,1.14,0.76,0.38,1.39,61.1,1.39,2.66,1.14,0,56.7,1.77,1.65,0.25,66.7,0.13,33.3,28.6,1.01,0.13,1.14,0.76,40.4,3.16,,,,,,,,,,,,,,,,,,
494,Adam Smith,eng ENG,DF,Bournemouth,32,1991,0,0.08,0,0,0.08,0,0,,26.9,0,0,0,0,0,0.03,0,0,23.9,32.7,42.9,76.3,532.3,218.6,16.6,18.5,89.6,13.6,16.8,81,2.13,5.9,36.2,0.08,0.05,0.07,0.03,0.71,2.43,0.96,0.71,3.72,0.25,0,0,1.26,0.92,0.04,1.63,0.88,0.96,0,0.08,0,3.85,0.75,0.92,45,33.2,9.58,0.13,0.04,9,0,0,0,0,1.09,1.3,1.3,1.09,0.17,0,0,0.21,0.21,0.21,0,0,0,0,0,1.55,0.75,0.46,0.33,0.79,48.7,0.71,2.43,2.59,0,51.4,3.85,0.46,0.17,26.7,0.33,53.3,21.8,1,0.13,0.59,0.29,24.3,1.17,,,,,,,,,,,,,,,,,,
495,Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,0,3.85,1.28,33.3,3.82,1.27,0,0,15.6,0,0,0,0.51,0.51,0.13,-0.51,-0.51,3.9,48.2,54.6,88.3,627.9,127.2,32.8,36.7,89.5,13.8,14.6,94.7,0.26,1.03,25,0.26,0.05,0.1,0.21,1.03,3.33,2.82,0,5.9,0,0,0,1.28,0.51,0,0.26,0.77,0.26,0,0,0,3.85,0.77,1.28,37.5,53.1,1.54,0,0.26,0.26,0.26,0,0,0,0.51,3.33,3.31,2.56,0.26,0,0,0.51,0.51,0.26,0.26,0,0,0,0,1.03,0.51,0.51,0,0.51,50,0.51,1.79,0.26,0,64.9,0.26,4.87,0.77,42.9,0.77,42.9,39.5,2.82,0.26,1.54,1.03,48.5,4.62,,,,,,,,,,,,,,,,,,
496,Cédric Soares,pt POR,DF,Arsenal,31,1991,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.7,85.7,98.6,87,1292.9,224.3,55.7,58.6,95.1,21.4,24.3,88.2,7.14,11.4,62.5,0,0,0,0,0,5.71,0,0,4.29,0,0,0,0,1.43,0,5.71,0,0,0,0,0,4.29,0,1.43,0,87.1,11.4,0,0,8.57,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,98.6,0,0,0,,0,,52.9,0,0,0,0,80,8.57,,,,,,,,,,,,,,,,,,
497,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,0.51,2.87,0.95,33,2.87,0.95,0.16,0.49,12.2,0,0.05,0.08,0.53,0.47,0.16,-0.02,-0.01,36.9,10.8,14.7,73.5,136.2,37.6,7.1,8.54,83.2,2.52,3.44,73.2,0.3,0.49,61.1,0.08,0.08,0.05,0,1.06,0.87,0.65,0.08,1.63,0.08,0,0,1.14,1.22,0.43,0.16,0.19,0.3,0.03,0,0,2.63,2.63,3.66,41.8,13.1,1.57,0.03,0.03,0.11,0,0,0,0,0.81,2.14,2.14,1.65,0,0.16,0.08,0.16,0.16,0.11,0,0.05,0,0,0,0.62,0.08,0.35,0.19,0.27,34.5,0.51,0.81,1.17,0,29,1.54,5.85,1.06,36.8,1.63,56.6,16.2,1.41,0.73,3.69,2.2,19.6,4.99,,,,,,,,,,,,,,,,,,
498,Manor Solomon,il ISR,FW,Tottenham,24,1999,0,3.18,0.45,14.3,3.17,0.45,0,0,16.8,0,0,0,0.18,0.18,0.06,-0.18,-0.18,2.2,35.5,40.9,86.7,502.3,89.1,20.5,21.8,93.8,12.7,15.9,80,1.36,1.82,75,0.91,0.36,0.36,0.55,5.45,1.36,3.18,0.45,5,0.45,0,0,0.91,0.45,0.45,2.27,1.36,1.36,0,0,0,5,0,0.45,0,40.9,0,0.45,0,0,0,0,0,0,0.45,8.64,8.59,7.27,0,0.45,0,0.91,0.9,0.91,0,0,0,0,0,1.36,0.45,0.45,0.45,0.45,50,1.82,2.73,0.91,0,56.8,0.45,9.09,4.55,58.8,3.18,41.2,41.8,7.73,4.09,2.27,0.91,41.8,20,,,,,,,,,,,,,,,,,,
499,Tomáš Souček,cz CZE,MF,West Ham,28,1995,0.22,1.35,0.47,34.9,1.35,0.47,0.16,0.47,11,0,0,0,0.21,0.21,0.16,0.01,0.01,31.9,22.6,30.2,75.1,356.4,112.7,11.4,14.1,80.9,8.53,10.8,78.6,1.69,2.7,62.8,0.06,0.05,0.04,0.01,0.63,2.51,0.25,0.06,2.7,0.22,0,0,1.29,0.75,0.31,0.19,1.16,1.1,0,0.03,0,4.73,3.39,2.45,58.1,29.7,0.22,0.06,0.28,0.09,0,0,0,0,0.85,1.32,1.32,1.07,0.03,0,0.09,0.13,0.13,0.13,0,0,0,0,0,1.66,0.75,0.82,0.09,0.66,44.7,0.85,2.82,3.42,0,42,5.83,2.26,0.13,36.4,0.22,63.6,16.7,0.22,0.06,0.63,0.38,21.2,1.22,,,,,,,,,,,,,,,,,,
500,Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,0.03,0.47,0.2,42.9,0.47,0.2,0.07,0.17,21.5,0,0,0,0.02,0.02,0.05,0.01,0.01,29.6,26.7,33.6,79.5,434.3,116.3,12.9,14.8,87.2,11.3,13.3,84.5,1.69,3.01,56.2,0,0.01,0.02,-0.01,0.14,1900-01-02 00:43:12,0.17,0.03,2.23,0.1,0,0,1.62,0.47,0.07,0.34,1.08,2.57,0,0.03,0,5.17,2.16,1.28,62.7,33,0.44,0,0.27,0.07,0,0,0,0,1.01,0.88,0.88,0.74,0.03,0,0.07,0.1,0.1,0.07,0,0,0.03,0,0,4.22,1.99,1.72,0.51,1.39,55.4,1.35,5.3,2.53,0.03,46.7,4.22,1.18,0.57,56.7,0.37,36.7,19.6,0.24,0.17,1.11,0.84,24.1,0.71,,,,,,,,,,,,,,,,,,
501,Jason Steele,eng ENG,GK,Brighton,32,1990,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,17.0,33.5,39.6,84.7,718.6,486.8,10.9,10.9,99.5,15.6,15.9,98.1,6.53,12.1,53.9,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,1.53,0.06,0,100,35.7,3.76,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.06,41.8,37.1,0,0,,0,,28.8,0,0,0,0,27.9,0,,,,,,,,,,,,,,,,,,
502,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28,1994,0.36,2.32,0.95,41.2,2.32,0.96,0.16,0.38,14.5,0.23,0,0,0.3,0.3,0.13,0.07,0.07,22.0,24.5,33.1,73.9,322.3,80.7,16.5,19.5,84.8,6.14,8.68,70.7,0.82,1.5,54.5,0.18,0.2,0.2,-0.02,1.36,1.41,1.59,0.32,3.55,0.32,0,0,1.55,1.86,0.45,2.68,0.59,0.45,0.14,0,0,4.18,0.09,0.64,12.5,32.5,0.32,0.5,0.05,0.27,0,0,0,0,1.55,3.86,3.87,2.5,0,0.68,0.18,0.64,0.64,0.32,0,0.18,0,0.14,0,0.95,0.32,0.36,0.27,0.55,46.2,0.59,1.55,0.41,0.05,46.3,0.36,7.59,2.05,34.1,3.18,53,33.8,5.45,2.95,2.45,2,37.3,11,,,,,,,,,,,,,,,,,,
503,John Stones,eng ENG,"DF,MF",Manchester City,29,1994,0.08,0.34,0.17,50,0.34,0.17,0.25,0.5,15.9,0,0,0,0.08,0.08,0.26,0,0,11.8,66.2,71.1,93.1,1048.7,243.4,34.1,36.1,94.4,27.3,28.4,96.1,3.47,4.58,75.9,0,0.02,0.03,-0.02,0.51,4.49,0.08,0,4.83,0.17,0,0,0.34,0.42,0,0.42,0.85,0.08,0,0,0,3.9,1.19,0.42,73.7,69.8,1.27,0,0.59,0.25,0,0,0,0,0.51,1.95,1.95,1.78,0,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0,0.08,0,0,0.34,1.02,1.78,0,76.9,4.58,0.85,0.08,16.7,0.34,66.7,50.5,1.36,0.08,0.42,0.51,62.9,2.03,,,,,,,,,,,,,,,,,,
504,Thomas Strakosha,al ALB,GK,Brentford,28,1995,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1.5,34.7,47.3,73.2,1006,651.3,4,4,100,18,18.7,96.4,12.7,24.7,51.4,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0.67,0,0,,30,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,50,41.3,0,0,,0,,23.3,0,0,0,0,21.3,0,,,,,,,,,,,,,,,,,,
505,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,0.13,2.56,0.64,25,2.57,0.64,0.05,0.2,24.3,0.3,0,0,0.16,0.16,0.06,-0.03,-0.03,23.4,54.7,66.2,82.6,870.4,210.6,29.7,33.2,89.3,18.8,21.7,87,4.19,7.22,58,0.09,0.25,0.22,-0.16,2.39,4.19,1.41,0.26,6.5,0.04,0,0,1.24,1.24,0.13,4.83,0.64,0.81,0.09,0,0,7.31,0.51,0.85,37.5,58.8,7.14,0.13,0.68,1.32,2.82,1.03,1.2,0.09,1.03,4.91,4.92,3.59,0.9,0.17,0,0.3,0.3,0.21,0,0,0.04,0.04,0,1.37,0.51,0.51,0.34,0.68,32,1.5,2.01,0.68,0.04,77,1.54,3.03,1.03,42.9,1.15,48.2,44.6,3.21,0.94,1.15,1.15,52.9,6.84,,,,,,,,,,,,,,,,,,
